0	0.26
1	1.45
2	3.12
3	5.02
4	7.09
5	9.16
6	11.53
7	13.99
8	16.20
9	18.51
10	20.88
11	23.58
12	25.57
13	28.53
14	30.57
15	33.47
16	35.91
17	37.74
18	41.13
19	43.59
20	46.22
21	48.68
22	50.53
23	54.08
24	54.50
25	59.30
26	61.17
27	63.61
28	66.71
29	67.24
30	72.29
31	73.48
32	75.92
33	79.78
34	79.12
35	84.60
36	86.79
37	89.04
38	92.16
39	92.16
40	97.97
41	97.97
42	102.41
43	104.26
44	105.20
45	111.08
46	112.10
47	114.18
48	117.40
49	116.31
50	123.03
51	124.20
52	126.58
53	130.26
54	127.79
55	136.73
56	138.08
57	138.08
58	143.63
59	138.08
60	149.49
61	152.55
62	149.49
63	157.28
64	154.10
65	160.55
66	167.36
67	160.55
68	170.92
69	169.13
70	172.73
71	174.58
72	170.92
73	182.22
74	182.22
75	182.22
76	188.25
77	182.22
78	194.56
79	198.93
80	192.42
81	203.43
82	198.93
83	208.08
84	215.32
85	203.43
86	215.32
87	215.32
88	217.82
89	230.90
90	210.45
91	228.20
92	230.90
93	225.54
94	233.64
95	233.64
96	239.28
97	242.16
98	233.64
99	248.08
100	245.10
101	248.08
102	263.79
103	242.16
104	260.54
105	267.10
106	254.20
107	267.10
108	267.10
109	263.79
110	273.89
111	270.47
112	273.89
113	291.97
114	280.93
115	288.23
116	295.79
117	277.38
118	291.97
119	299.68
120	291.97
121	311.78
122	299.68
123	303.64
124	315.97
125	295.79
126	311.78
127	315.97
128	307.67
129	320.24
130	320.24
131	315.97
132	342.86
133	329.03
134	333.55
135	338.16
136	320.24
137	338.16
138	342.86
139	333.55
140	362.63
141	342.86
142	347.66
143	362.63
144	338.16
145	352.55
146	362.63
147	347.66
148	378.54
149	367.83
150	362.63
151	384.07
152	373.13
153	373.13
154	384.07
155	367.83
156	401.36
157	389.71
158	378.54
159	407.37
160	395.47
161	389.71
162	407.37
163	384.07
164	419.79
165	407.37
166	395.47
167	426.20
168	413.51
169	407.37
170	426.20
171	419.79
172	439.46
173	426.20
174	407.37
175	439.46
176	432.76
177	426.20
178	446.31
179	439.46
180	439.46
181	453.32
182	426.20
183	475.32
184	460.48
185	432.76
186	475.32
187	460.48
188	446.31
189	467.82
190	467.82
191	490.86
192	475.32
193	453.32
194	490.86
195	490.86
196	467.82
197	490.86
198	490.86
199	507.14
200	490.86
201	467.82
202	507.14
203	498.90
204	483.00
205	515.58
206	507.14
207	524.23
208	524.23
209	524.23
210	533.08
211	515.58
212	498.90
213	533.08
214	524.23
215	542.16
216	533.08
217	533.08
218	542.16
219	542.16
220	507.14
221	551.46
222	551.46
223	515.58
224	551.46
225	551.46
226	570.78
227	561.00
228	570.78
229	570.78
230	561.00
231	542.16
232	570.78
233	570.78
234	570.78
235	580.81
236	591.10
237	591.10
238	580.81
239	591.10
240	591.10
241	591.10
242	591.10
243	601.67
244	591.10
245	601.67
246	601.67
247	601.67
248	612.51
249	612.51
250	601.67
251	612.51
252	612.51
253	612.51
254	612.51
255	623.63
254	623.63
253	612.51
252	623.63
251	612.51
250	612.51
249	612.51
248	612.51
247	612.51
246	601.67
245	601.67
244	601.67
243	591.10
242	601.67
241	580.81
240	591.10
239	591.10
238	580.81
237	580.81
236	580.81
235	570.78
234	580.81
233	561.00
232	533.08
231	561.00
230	561.00
229	570.78
228	561.00
227	551.46
226	561.00
225	551.46
224	515.58
223	551.46
222	542.16
221	515.58
220	551.46
219	542.16
218	542.16
217	533.08
216	533.08
215	533.08
214	533.08
213	490.86
212	524.23
211	524.23
210	524.23
209	524.23
208	524.23
207	524.23
206	507.14
205	483.00
204	507.14
203	498.90
202	475.32
201	498.90
200	490.86
199	507.14
198	490.86
197	460.48
196	490.86
195	483.00
194	460.48
193	475.32
192	467.82
191	483.00
190	467.82
189	446.31
188	475.32
187	460.48
186	446.31
185	467.82
184	453.32
183	432.76
182	453.32
181	426.20
180	460.48
179	439.46
178	426.20
177	446.31
176	432.76
175	419.79
174	439.46
173	426.20
172	439.46
171	419.79
170	401.36
169	432.76
168	413.51
167	401.36
166	413.51
165	407.37
164	419.79
163	401.36
162	384.07
161	413.51
160	395.47
159	384.07
158	395.47
157	389.71
156	378.54
155	384.07
154	367.83
153	395.47
152	373.13
151	367.83
150	384.07
149	367.83
148	362.63
147	367.83
146	342.86
145	373.13
144	352.55
143	347.66
142	362.63
141	347.66
140	342.86
139	347.66
138	324.59
137	338.16
136	338.16
135	324.59
134	347.66
133	324.59
132	324.59
131	329.03
130	303.64
129	315.97
128	320.24
127	307.67
126	324.59
125	303.64
124	303.64
123	311.78
122	288.23
121	295.79
120	299.68
119	280.93
118	291.97
117	288.23
116	280.93
115	291.97
114	277.38
113	277.38
112	280.93
111	260.54
110	270.47
109	270.47
108	260.54
107	263.79
106	260.54
105	254.20
104	257.35
103	248.08
102	254.20
101	257.35
100	236.44
99	245.10
98	242.16
97	236.44
96	236.44
95	228.20
94	233.64
93	230.90
92	220.35
91	225.54
90	217.82
89	220.35
88	222.92
87	208.08
86	212.87
85	205.74
84	208.08
83	210.45
82	192.42
81	201.16
80	196.73
79	192.42
78	194.56
77	180.26
76	188.25
75	186.21
74	178.34
73	182.22
72	174.58
71	174.58
70	174.58
69	163.91
68	169.13
67	162.22
66	162.22
65	157.28
64	152.55
63	157.28
62	151.01
61	148.00
60	146.52
59	139.44
58	143.63
57	139.44
56	135.40
55	135.40
54	125.38
53	130.26
52	129.02
51	123.03
50	121.87
49	114.18
48	117.40
47	116.31
46	110.07
45	109.07
44	102.41
43	104.26
42	99.71
41	97.11
40	97.11
39	89.81
38	92.16
37	89.04
36	86.05
35	83.89
34	79.12
33	79.12
32	75.30
31	74.08
30	71.13
29	67.24
28	66.71
27	61.17
26	61.17
25	57.94
24	55.33
23	53.67
22	49.78
21	48.68
20	45.21
19	42.96
18	41.13
17	37.74
16	36.17
15	33.24
14	31.21
13	28.34
12	25.93
11	23.74
10	20.88
9	18.89
8	16.42
7	14.18
6	11.92
5	9.67
4	7.66
3	5.52
2	3.61
1	1.83
0	0.37
1	1.63
2	3.30
3	5.21
4	7.24
5	9.35
6	11.60
7	13.90
8	16.09
9	18.64
10	20.47
11	23.42
12	25.57
13	28.14
14	30.78
15	32.55
16	35.91
17	37.74
18	40.84
19	43.27
20	45.21
21	48.68
22	50.53
23	53.27
24	55.33
25	57.49
26	61.17
27	61.17
28	66.18
29	67.24
30	70.56
31	74.08
32	74.08
33	79.12
34	81.80
35	83.19
36	86.79
37	86.79
38	92.16
39	93.77
40	96.26
41	98.83
42	99.71
43	105.20
44	105.20
45	110.07
46	111.08
47	111.08
48	117.40
49	119.61
50	120.73
51	124.20
52	123.03
53	130.26
54	131.52
55	132.80
56	138.08
57	134.09
58	142.22
59	145.07
60	145.07
61	151.01
62	145.07
63	157.28
64	160.55
65	157.28
66	163.91
67	162.22
68	167.36
69	172.73
70	167.36
71	176.44
72	174.58
73	178.34
74	182.22
75	176.44
76	190.32
77	190.32
78	190.32
79	194.56
80	186.21
81	201.16
82	205.74
83	198.93
84	210.45
85	208.08
86	212.87
87	222.92
88	208.08
89	222.92
90	222.92
91	222.92
92	236.44
93	220.35
94	233.64
95	236.44
96	233.64
97	242.16
98	239.28
99	245.10
100	251.12
101	239.28
102	254.20
103	251.12
104	254.20
105	263.79
106	260.54
107	263.79
108	277.38
109	254.20
110	273.89
111	277.38
112	263.79
113	280.93
114	280.93
115	277.38
116	288.23
117	284.55
118	288.23
119	303.64
120	291.97
121	299.68
122	307.67
123	291.97
124	307.67
125	311.78
126	303.64
127	329.03
128	311.78
129	315.97
130	329.03
131	307.67
132	324.59
133	329.03
134	320.24
135	352.55
136	333.55
137	333.55
138	347.66
139	338.16
140	342.86
141	347.66
142	338.16
143	367.83
144	357.54
145	352.55
146	373.13
147	362.63
148	362.63
149	373.13
150	352.55
151	367.83
152	378.54
153	362.63
154	395.47
155	378.54
156	384.07
157	401.36
158	389.71
159	389.71
160	401.36
161	378.54
162	419.79
163	401.36
164	395.47
165	419.79
166	413.51
167	401.36
168	419.79
169	401.36
170	439.46
171	419.79
172	407.37
173	439.46
174	426.20
175	419.79
176	439.46
177	439.46
178	460.48
179	446.31
180	419.79
181	460.48
182	446.31
183	439.46
184	460.48
185	453.32
186	475.32
187	460.48
188	439.46
189	483.00
190	467.82
191	453.32
192	483.00
193	483.00
194	490.86
195	490.86
196	460.48
197	498.90
198	490.86
199	467.82
200	498.90
201	490.86
202	507.14
203	498.90
204	507.14
205	515.58
206	507.14
