0.01	5105000.00
0.01	3400000.00
0.04	1126666.75
0.61	72500.00
1.26	29805.45
1.10	35265.49
1.04	38254.72
1.32	27888.89
1.27	29346.16
1.45	24560.81
1.82	17426.27
1.87	16710.18
1.53	22683.71
1.10	35265.49
0.81	51626.50
1.38	26148.41
1.42	25275.86
1.19	31926.23
0.89	46208.79
0.88	46833.33
0.65	66917.30
1.01	39660.19
1.86	16850.39
1.73	18898.31
1.99	15073.53
1.88	16571.43
1.24	30434.78
1.59	21380.37
1.79	17874.66
1.56	22068.97
1.32	27888.89
1.44	24677.97
1.36	26666.67
1.97	15384.61
1.38	26276.60
1.09	35669.64
1.84	17207.45
1.73	18898.31
1.43	24914.68
1.96	15511.22
2.13	13463.30
2.27	12000.00
1.90	16365.98
1.28	29045.80
1.29	28750.00
0.90	45297.30
0.98	41150.00
1.11	35066.08
1.53	22579.62
1.74	18816.90
1.97	15384.61
1.40	25644.60
1.76	18416.67
1.94	15768.26
2.06	14241.71
1.81	17648.65
1.72	19145.30
1.39	26021.13
1.93	15964.47
2.22	12483.52
1.81	17648.65
2.17	13092.55
2.23	12385.12
2.36	11180.12
2.24	12287.58
2.24	12336.24
1.58	21574.08
1.76	18416.67
2.20	12733.33
2.13	13517.24
1.79	17950.82
1.51	23214.29
2.14	13356.16
2.38	11049.38
2.40	10835.03
2.20	12733.33
1.43	24914.68
2.02	14769.98
2.36	11180.12
2.40	10792.68
2.24	12287.58
2.31	11673.73
2.41	10750.51
2.39	10920.24
2.40	10792.68
1.98	15259.26
2.33	11446.54
2.06	14299.29
2.19	12783.96
1.89	16502.59
2.23	12385.12
1.66	20176.99
1.94	15768.26
1.37	26405.69
2.05	14415.28
1.48	23762.38
1.81	17574.12
1.81	17574.12
1.76	18337.95
2.26	12142.86
1.74	18816.90
1.92	16030.54
1.47	23986.71
1.13	34285.71
2.00	14951.22
1.68	19738.37
1.59	21476.92
2.17	13092.55
2.21	12632.74
2.04	14473.68
2.02	14710.15
2.19	12834.82
1.77	18259.67
1.33	27472.53
1.00	39902.44
1.74	18655.46
1.50	23431.37
1.41	25397.93
1.49	23540.98
1.71	19312.32
2.09	13957.85
2.13	13463.30
1.80	17723.58
2.11	13680.56
2.18	12937.22
2.33	11491.60
2.27	12047.41
2.41	10708.50
2.31	11627.91
2.37	11136.37
1.91	16230.77
1.70	19481.27
2.15	13250.00
2.14	13409.61
2.05	14415.28
1.89	16502.59
2.13	13517.24
2.27	12000.00
1.72	19062.50
2.23	12385.12
1.96	15511.22
1.24	30275.59
1.69	19652.18
1.83	17280.00
1.97	15384.61
2.03	14650.60
1.45	24444.44
1.30	28458.65
1.52	23000.00
1.15	33531.92
1.94	15768.26
1.83	17352.94
1.62	20813.25
1.92	16096.94
1.77	18181.82
1.45	24560.81
1.76	18337.95
1.73	18898.31
1.97	15321.78
2.33	11446.54
1.99	15073.53
1.68	19738.37
1.84	17135.28
2.00	14951.22
2.19	12783.96
1.70	19481.27
1.44	24795.92
1.27	29498.07
0.88	46833.33
1.33	27610.29
1.10	35265.49
1.39	26021.13
2.05	14357.14
1.41	25397.93
1.70	19396.55
2.22	12483.52
1.89	16502.59
1.31	28171.64
1.99	15073.53
1.41	25397.93
1.43	24914.68
1.49	23540.98
1.52	23000.00
2.15	13302.96
1.93	15964.47
1.97	15384.61
2.13	13517.24
2.36	11224.07
2.12	13571.43
2.18	12885.91
2.28	11905.78
1.69	19566.47
2.23	12434.21
2.16	13144.80
2.36	11180.12
2.38	11049.38
1.68	19738.37
2.08	14070.59
1.81	17648.65
2.01	14890.51
1.96	15447.76
1.99	15135.14
1.64	20537.32
2.12	13571.43
2.25	12239.13
2.21	12582.78
2.18	12937.22
2.30	11765.96
1.82	17500.00
2.17	12988.76
1.76	18337.95
2.05	14415.28
1.38	26148.41
2.12	13571.43
1.69	19566.47
2.19	12783.96
2.23	12385.12
2.23	12385.12
2.10	13846.16
2.26	12142.86
2.34	11401.67
1.77	18259.67
1.85	17063.49
2.28	11952.79
2.26	12142.86
2.12	13625.87
1.93	15964.47
1.69	19566.47
2.10	13790.70
1.56	21968.75
1.48	23762.38
1.23	30756.97
1.16	33164.56
1.34	27200.00
1.86	16850.39
1.85	17063.49
1.83	17280.00
1.88	16640.63
1.76	18337.95
2.17	13092.55
2.39	10963.11
2.37	11092.78
2.23	12385.12
2.42	10666.67
2.37	11136.37
2.44	10501.00
2.23	12385.12
2.14	13409.61
2.12	13625.87
2.35	11268.19
1.71	19228.57
1.97	15321.78
1.98	15259.26
2.03	14591.35
2.15	13250.00
1.98	15259.26
1.95	15703.52
1.49	23651.32
1.25	29960.94
1.99	15073.53
2.21	12632.74
1.75	18495.82
1.65	20266.27
1.26	29805.45
1.49	23540.98
1.48	23762.38
1.97	15384.61
1.64	20446.43
1.25	30117.65
2.06	14241.71
2.36	11180.12
1.88	16571.43
1.97	15321.78
2.26	12095.03
2.39	10877.55
2.37	11092.78
1.72	19062.50
1.27	29498.07
1.52	22893.89
2.20	12682.93
2.21	12632.74
1.96	15575.00
2.25	12190.89
2.44	10460.00
2.02	14769.98
1.61	21094.23
1.19	31926.23
0.78	53937.49
0.62	71190.48
0.92	44414.89
0.81	51626.50
0.69	62553.19
0.76	56000.00
1.82	17426.27
2.16	13144.80
1.96	15447.76
1.82	17426.27
1.22	30920.00
2.09	13901.87
1.76	18416.67
1.43	25034.25
1.82	17500.00
2.21	12632.74
2.29	11858.97
2.23	12385.12
2.29	11858.97
2.00	15012.22
2.27	12000.00
2.40	10792.68
1.76	18337.95
1.82	17426.27
1.40	25644.60
1.81	17574.12
2.03	14650.60
2.24	12336.24
2.20	12682.93
1.68	19825.08
1.52	23000.00
1.21	31250.00
1.96	15447.76
2.15	13302.96
2.35	11268.19
1.88	16640.63
1.93	15898.73
2.19	12834.82
1.66	20088.24
1.46	24214.05
1.64	20446.43
1.29	28897.34
1.77	18259.67
1.60	21189.02
2.14	13409.61
1.53	22683.71
2.09	13957.85
1.89	16502.59
2.16	13197.28
2.04	14532.37
2.31	11627.91
2.07	14184.40
2.21	12632.74
2.40	10792.68
2.31	11627.91
1.66	20088.24
1.66	20088.24
2.17	13040.54
2.09	13901.87
2.25	12190.89
1.93	15964.47
1.25	30117.65
1.89	16502.59
1.45	24560.81
1.29	28750.00
1.52	23000.00
2.05	14415.28
2.19	12834.82
1.78	18027.40
2.24	12287.58
2.03	14591.35
1.94	15833.33
2.31	11673.73
2.36	11180.12
2.39	10877.55
2.31	11673.73
2.21	12582.78
2.33	11491.60
2.22	12533.04
2.09	13957.85
1.98	15197.04
1.96	15575.00
2.20	12733.33
2.07	14127.36
2.09	13957.85
1.40	25644.60
1.50	23431.37
2.07	14184.40
1.96	15511.22
1.73	18898.31
2.24	12336.24
2.24	12287.58
2.00	15012.22
1.41	25520.83
2.10	13846.16
2.03	14650.60
1.52	22788.46
1.62	20906.35
1.19	32098.76
1.64	20446.43
1.23	30595.24
1.81	17574.12
2.27	12047.41
2.42	10666.67
2.20	12682.93
1.78	18104.40
1.82	17426.27
1.65	20266.27
1.19	31926.23
1.96	15447.76
2.03	14650.60
1.76	18416.67
1.20	31585.36
1.05	37581.40
1.43	25034.25
2.13	13463.30
1.57	21770.19
1.81	17648.65
2.05	14415.28
2.11	13680.56
2.18	12937.22
2.23	12385.12
2.32	11582.28
2.41	10708.50
1.83	17280.00
1.37	26535.71
1.35	27065.22
1.10	35265.49
1.16	33164.56
0.91	45000.00
1.23	30756.97
1.15	33347.46
2.04	14532.37
2.08	14070.59
1.44	24795.92
1.74	18735.96
1.96	15511.22
2.06	14241.71
1.94	15833.33
1.76	18337.95
2.03	14650.60
2.31	11673.73
2.12	13571.43
2.03	14650.60
1.98	15197.04
1.87	16710.18
1.62	20906.35
1.92	16030.54
1.78	18027.40
1.48	23762.38
1.19	32098.76
1.00	40147.06
1.55	22169.82
2.00	14951.22
1.74	18655.46
1.61	21094.23
2.18	12937.22
2.33	11491.60
1.82	17500.00
1.57	21869.16
1.69	19652.18
1.21	31250.00
1.89	16502.59
1.40	25644.60
1.93	15964.47
1.55	22271.30
2.17	13040.54
2.09	13957.85
1.91	16230.77
1.71	19312.32
1.21	31250.00
1.65	20356.09
2.23	12434.21
1.90	16298.20
1.45	24560.81
2.07	14127.36
2.35	11312.50
2.20	12682.93
2.30	11719.75
1.61	21094.23
1.93	15898.73
1.95	15703.52
1.88	16571.43
1.35	26931.41
1.40	25769.23
1.43	24914.68
1.01	39660.19
1.71	19228.57
2.27	12047.41
1.53	22683.71
1.68	19825.08
2.07	14127.36
2.29	11812.37
2.10	13790.70
1.92	16030.54
1.98	15259.26
1.96	15575.00
1.96	15511.22
1.98	15259.26
1.78	18027.40
1.61	21000.00
1.25	29960.94
1.95	15703.52
1.35	26931.41
1.47	24100.00
1.93	15898.73
1.55	22271.30
1.39	25894.74
1.06	37361.11
1.48	23762.38
1.36	26666.67
1.72	19145.30
1.34	27200.00
1.48	23762.38
1.52	23000.00
1.14	33905.58
1.74	18735.96
2.06	14241.71
2.05	14357.14
1.48	23762.38
2.12	13571.43
1.77	18259.67
1.34	27335.77
1.55	22271.30
1.57	21869.16
1.81	17648.65
2.20	12682.93
1.74	18735.96
2.08	14014.09
1.68	19738.37
2.07	14127.36
1.93	15898.73
2.26	12095.03
1.69	19566.47
1.88	16640.63
2.12	13571.43
2.36	11224.07
2.24	12287.58
2.36	11224.07
2.38	11006.16
2.33	11491.60
1.64	20446.43
1.52	22788.46
1.10	35265.49
1.98	15259.26
1.81	17574.12
